,period,gameClock,team.name,x_passer,y_passer,x_recipient,y_recipient,player.jersey_nb,pass.recipient.jersey_nb,coord_all_team,coord_all_adversary,completed,distance_sideline,distance_goal,distance_opponent,speed_passer,opponents_closer_to_goal,distance_receiver_sideline,distance_receiver_goal,distance_receiver_opponent,opponents_closer_to_goal_receiver,speed_receiver,bypassed_opponents,angle,opponents_in_path,nearest_defender_pass_line,distance_pass
330,2,1911.701,Aston Villa,-18.82003377689486,7.413532363977014,-28.80501237479975,15.014749091599015,88,33,"{2: [-29.135188405973345, -12.527931273302928, 0.44], 6: [-28.42929482208497, 5.994169363911794, 1.56], 8: [14.39112080701458, -1.7126198182605126, 1.7000000000000002], 20: [-7.286643446589661, -11.601239727805801, 0.9], 12: [-20.52784083468931, 1.6656987273492656, 0.92], 15: [-28.691158570946786, -7.331420454882331, 0.67], 33: [-28.873324657111528, 15.04993990978245, 1.57], 7: [-14.618828414720506, 8.727322909491928, 0.25], 88: [-18.854189918050743, 7.4956442730716955, 1.72], 21: [-52.942018791628, 1.9354950000889355, 1.32], 10: [-5.931783180739395, 9.337297091338137, 1.58]}","{25: [5.544680247639319, -4.093865182006294, 2.3], 7: [26.91503923084056, 19.53090409180653, 1.02], 15: [3.677477864450719, 17.302152273522303, 1.33], 1: [-40.327017324719655, -0.03519081818343519, 0.78], 12: [13.127343584246685, -13.607116364261607, 1.03], 21: [25.28692983574318, -2.9794892728641793, 1.13], 33: [-5.476367965327542, -8.668671545852868, 1.24], 13: [21.358973602815944, -27.97670045583098, 0.78], 2: [-0.4554152154118538, -18.651133637220653, 0.15], 5: [-8.322713061651628, 8.222921182196023, 2.23], 11: [19.605625023480304, -6.897400363953297, 3.37]}",1,26.686271560583535,71.90240440619392,10.528478164375546,1.72,10,19.085054832961532,82.8756481369087,18.954083711803147,10,1.57,0,142.71924408726454,0,2.6255572703801175,12.549035554212892
146,2,819.036,Aston Villa,-45.33658469425004,6.416459182113016,-32.81266627042407,-19.4018710918006,21,15,"{2: [-11.533390330305197, -29.642399183180242, 2.75], 6: [-37.29850614223082, 17.677521000812277, 1.22], 8: [9.791427131354856, 10.263988636835265, 1.8599999999999999], 20: [-4.269517644486129, 35.284660365257686, 1.3900000000000001], 12: [-17.97751562838293, 8.07042763673447, 1.69], 15: [-32.89236393312114, -19.43706190998404, 2.11], 33: [-16.62265536253266, 36.86824718351227, 1.29], 7: [6.000095463051173, -21.43120827371203, 2.84], 88: [1.912743904729786, 17.818284273546016, 1.74], 21: [-45.29104317270886, 6.346077545746146, 1.9500000000000002], 10: [-12.170971631881791, 20.093957182741494, 1.31]}","{25: [2.9601989001770495, -10.721469273219922, 1.97], 9: [19.12743904729786, -26.838864001233237, 1.43], 7: [12.182357012267088, 4.434043091112835, 1.26], 10: [20.937714528559976, -15.401848091616802, 2.09], 15: [-4.497225252192056, 15.648183818900849, 1.26], 1: [-39.8602167289225, 0.12903300000592904, 0.74], 21: [24.683504675322474, 1.524935454615525, 3.58], 33: [-3.9734977544684242, -13.102714636965702, 1.92], 2: [-1.9582854262709712, -25.126244182972727, 1.5899999999999999], 5: [-4.258132264100833, 4.938444818408739, 1.31], 11: [11.783868698781715, 23.319782182889718, 0.85]}",1,7.362576835290973,98.24550109847922,8.338005402199702,1.9500000000000002,11,14.697932832759946,87.68526270448034,20.763530097467207,10,2.11,1,-64.12297097344138,1,2.18317682101376,28.695552108637536
145,2,813.372,Aston Villa,-20.254591705442195,30.510439365038312,-46.19048822314727,10.615896818669617,33,21,"{2: [-14.425276948170469, -8.035236818551034, 2.68], 6: [-19.651166545021493, 20.87988545550488, 4.6], 8: [25.548793584604997, 14.369584091569369, 1.76], 20: [3.666092484065423, 37.091122365340695, 3.5], 12: [-7.87868322662507, 21.1027606373333, 3.55], 15: [-17.806734922603482, 4.809411818402809, 5.29], 33: [-20.254591705442195, 30.510439365038312, 4.5600000000000005], 7: [5.055108891071577, 0.4457503636568457, 1.81], 88: [15.427190422076547, 30.264103637754264, 3.68], 21: [-46.19048822314727, 10.615896818669617, 2.03], 10: [-7.776214803157403, 29.77143218318617, 2.86]}","{25: [-17.248851283723962, -20.164338819108366, 4.02], 9: [18.785877635738967, -30.123340365020525, 5.69], 7: [3.381457974433014, 1.8299225455386299, 2.84], 10: [7.571277956222069, -27.0969300012451, 3.71], 15: [-17.59041269528285, 15.354927000705555, 3.95], 1: [-48.85466723330661, -2.076258272822676, 1.44], 21: [13.67384184274091, -19.413601364528414, 4.3], 33: [-19.74224958810386, -24.363776455664965, 4.34], 2: [-10.394852291775564, -34.17028445611557, 3.67], 5: [-20.39121627006575, 0.9618823636805619, 4.49], 11: [8.766742896678185, 25.536803728446138, 1.56]}",1,3.5893645595222345,79.07677928013067,15.387897998869654,4.5600000000000005,10,6.508673306393746,99.45783072978217,12.968756712370979,10,2.03,0,-142.5094156434021,0,8.4491311695751,32.68736072714315
220,2,1322.914,Aston Villa,-21.37035898320124,-22.25232736465885,-19.047741384600783,-12.246404727835445,2,15,"{2: [-21.37035898320124, -22.36963009193697, 2.63], 6: [-25.594335106146183, 5.407655727521208, 1.32], 8: [-28.349597159387894, -26.146777910292347, 1.2], 20: [-10.96412131104038, -28.0001610012866, 0.62], 12: [-14.049559395455688, -10.486863818663686, 2.52], 15: [-19.024970623830193, -12.293325818746693, 1.1400000000000001], 33: [-22.167335610171982, 9.501520909527502, 1.11], 7: [13.446134235034982, 3.648114818349448, 3.23], 88: [10.440393813316748, -26.967897001239166, 2.79], 21: [-46.00832213698252, -4.152516545645352, 1.4100000000000001], 10: [-10.292383868307894, 8.633480727669435, 2.58]}","{25: [-8.743972135907592, 5.536688727527136, 1.04], 9: [11.5220049499199, 26.346192546665147, 1.82], 7: [-9.438480339410669, 28.93858281951154, 0.93], 15: [3.905185472156646, 24.45761863748746, 3.04], 1: [-39.92852901123428, 2.4516270001126514, 0.86], 12: [1.912743904729786, -3.612924000166013, 1.12], 21: [17.613183456053445, 12.516201000575116, 2.26], 33: [-7.548507195451476, -2.920837909225121, 0.6000000000000001], 2: [7.309414207360253, 22.885762091960686, 1.9300000000000002], 5: [-7.446038771983809, 10.088034545918088, 0.93], 11: [20.630309258156977, 24.879908455688682, 5.4]}",1,11.847476559901697,77.33989877244146,23.764470779044643,2.63,10,21.8533991967251,72.78456228163525,14.805356578794928,10,1.1400000000000001,0,76.93169201379307,0,0.04795053954333945,10.271954065484502
221,2,1329.114,Aston Villa,-50.038746793377435,7.542565363982942,-35.90948973522467,21.959070546463558,21,6,"{2: [-17.442402750274, -33.6072313651806, 1.35], 6: [-35.88671897445408, 22.088103546469487, 2.95], 8: [-32.89236393312114, -24.95029009205555, 3.9699999999999998], 20: [-4.155663840633165, -22.181945728291982, 1.42], 12: [-20.98325605010116, -4.997096182047797, 3.73], 15: [-26.732873144675818, -17.783093455362582, 1.3], 33: [-21.358973602815944, 28.66878654677187, 3.4], 7: [4.121507699477276, 16.082203909829882, 1.38], 88: [-0.2277076077059269, -12.821188091498222, 1.83], 21: [-50.061517554148026, 7.589486454894189, 1.25], 10: [-3.871029331000757, 30.135070637748335, 3.07]}","{25: [5.66991943187758, -8.703862364036304, 4.11], 9: [16.91867525255037, 21.396017455528593, 1.05], 7: [4.349215307183203, 15.04993990978245, 3.99], 15: [1.946900045885675, 20.774313000954574, 1.46], 1: [-36.04611429984823, -0.4692109091124692, 0.13], 12: [8.93752360245763, -20.715661637315517, 3.6], 21: [30.694985518758944, 6.932591182136733, 2.25], 33: [-3.529467919441867, -10.979535273231779, 1.69], 2: [-1.1157672777590417, 1.0674548182308674, 4.38], 5: [-2.8691158570946786, 5.360734636609961, 1.17], 11: [45.814770670432495, -2.7448838183079447, 5.5600000000000005]}",1,2.660414736163581,103.01440723917383,16.12396735140282,1.25,11,12.14073337809699,91.28906757232996,22.428697584170912,11,2.95,1,45.57653215159742,0,15.60123310268704,20.185923974191777
222,2,1340.106,Aston Villa,11.499234189149307,20.481056182759282,5.328358020318689,6.580683000302381,6,88,"{2: [0.7855912465854478, -9.935541000456537, 1.53], 6: [11.499234189149307, 20.375483728208977, 2.13], 8: [15.233638955526509, 0.21114490910061115, 3.02], 20: [15.188097433985323, -12.246404727835445, 1.55], 12: [-4.781859761824465, 18.75670609177096, 0.65], 15: [-7.480194913139698, 0.43402009092903404, 1.58], 33: [-0.06831228231177806, 34.56911372886117, 1.11], 7: [23.533581256407544, 26.662909910316063, 1.81], 88: [5.339743400703986, 6.721446273036122, 3.2800000000000002], 21: [-34.19029729704492, 7.65986809126106, 1.35], 10: [12.95656287846724, 36.35211518348855, 1.33]}","{25: [-20.288747846598085, -29.255300183162458, 2.25], 9: [-1.0816111366031527, 7.753710273083554, 3.47], 7: [-12.011576306487644, -21.00891845551081, 0.58], 15: [-22.349501696336723, 5.524958454799325, 2.29], 1: [-48.752198809838944, -1.8181922728108182, 2.52], 12: [-15.848449496332512, -27.143851092156343, 2.44], 21: [-4.759089001053872, -24.786066273866187, 1.38], 33: [-21.290661320504164, -15.354927000705555, 0.8300000000000001], 2: [-14.755452979344064, -21.43120827371203, 3.48], 5: [-19.3096051334626, -3.3079369092429083, 0.73], 11: [8.539035288972258, -20.93853681914394, 2.6]}",1,13.618747741801265,46.009864977142655,17.895893467917354,2.13,0,27.519120924258168,47.82570871257235,6.516417541516024,0,3.2800000000000002,0,-113.93815823955917,0,3.507305868894479,15.208553096945437
223,2,1344.953,Aston Villa,13.0818020627055,4.375391727473775,25.537408204219698,-18.416528182664415,88,20,"{2: [11.05520435412275, -20.363753455481163, 2.89], 6: [9.199387351319446, 18.36960709175317, 1.62], 8: [23.795445005269357, 3.695035909260695, 2.8200000000000003], 20: [25.73095967076974, -18.4986400917591, 4.53], 12: [-1.024684234676671, 14.346123546113747, 1.51], 15: [-3.3131456921212363, -1.571856545526772, 1.12], 33: [1.6167240147120807, 28.997234183150596, 1.1400000000000001], 7: [27.712015857811302, 17.26696145533887, 2.04], 88: [13.150114345017279, 4.34020090929034, 1.47], 21: [-29.24904220982631, 3.706766181988507, 1.11], 10: [14.91484830473821, 31.92980236510353, 1.63]}","{25: [-23.41972745255458, -14.791873909770592, 3.07], 9: [-15.620741888626585, 7.073354454870474, 2.3], 7: [-14.243110862005727, -3.5894634547103896, 4.58], 15: [-28.201587214379042, 10.38129136411338, 3.29], 1: [-57.723878553452465, -0.0, 1.01], 12: [-20.80108996393642, -16.38719100075299, 2.83], 21: [-7.969766269707441, -14.43996572793624, 2.37], 33: [-24.694890055707774, -6.416459182113016, 2.81], 2: [-26.75564390544641, -15.51915081889492, 1.87], 5: [-24.421640926460658, -0.7741980000355743, 2.6], 11: [-1.1613087993002271, -23.78899309200219, 1.8900000000000001]}",0,29.72441219708677,39.8582390967452,28.23448610173567,1.47,0,15.683275741896132,32.81660180470361,27.23389191496709,0,4.53,0,-61.34374028810965,0,23.893023472770928,25.973327425316146
136,2,769.687,Aston Villa,20.34567474852457,-24.528000273854328,41.05568166937862,-1.3607116364261607,12,7,"{2: [36.97971549144252, -32.45766463785506, 2.25], 6: [42.53578111946714, 11.718542455083918, 3.46], 8: [39.88298748969309, 2.944298454680744, 3.29], 20: [42.0348243825141, 9.478060364071878, 1.52], 12: [20.34567474852457, -24.528000273854328, 0.65], 15: [40.884900963599165, 5.278622727515279, 5.5], 33: [5.977324702280581, -8.398875273113198, 0.93], 7: [41.05568166937862, -1.3607116364261607, 2.77], 88: [34.463546426292034, -1.0205337273196204, 1.27], 21: [-27.267986022784743, -2.956028727408556, 0.42], 10: [25.20723217304611, -0.07038163636687038, 1.22]}","{25: [-41.67049221018462, 0.8797704545858798, 3.42], 9: [-42.62686416254951, -9.349027364065948, 3.5300000000000002], 7: [-39.985455913160756, 8.703862364036304, 2.39], 10: [-28.577304767093825, 20.80950381913801, 0.76], 15: [-41.374472320166916, 2.873916818313874, 3.31], 1: [-55.344334052925525, -0.16422381818936424, 0.7000000000000001], 21: [-43.83371448339093, -7.530835091255131, 4.31], 33: [-40.030997434701945, -2.768344363763568, 3.52], 2: [-41.78434601403759, -6.217044545740217, 3.68], 5: [-41.08983781053451, -1.9003041819055004, 3.17], 11: [-36.54707103680126, 22.66288691013226, 1.44]}",1,9.571803650706219,40.60013428947747,64.17807389791584,0.65,0,11.643479860162394,11.722719795828647,73.07715958771313,0,2.77,0,48.20541531179555,0,57.064692063283765,31.074549867564148
227,2,1356.406,Aston Villa,12.33036695727594,-5.829945545722429,9.074148167081185,-1.1378364545977377,12,88,"{2: [-6.170876168830619, -16.527954273486728, 1.5], 6: [-7.286643446589661, 7.354881000337954, 1.2], 8: [23.749903483728172, -0.8680401818580681, 0.46], 20: [6.341656874610064, -14.967828000687767, 1.35], 12: [12.33036695727594, -5.829945545722429, 4.2], 15: [-7.912839367780959, -3.249285545603849, 0.42], 33: [-7.263872685819067, 21.67754400099608, 1.05], 7: [9.199387351319446, 14.041136455190642, 2.93], 88: [9.074148167081185, -1.1378364545977377, 2.25], 21: [-37.32127690300142, -0.9618823636805619, 0.77], 10: [-0.4212590742559647, 12.046990091462646, 2.56]}","{25: [-13.98124711314391, 4.246358727467847, 3.39], 9: [-11.032433593352158, 5.313813545698714, 2.32], 7: [-1.8785877635738968, 3.096792000142297, 1.3], 15: [-4.326444546412611, 25.876981637552674, 1.08], 1: [-53.078643356251554, 0.26979627273966983, 1.25], 12: [-4.964025847989206, -19.44879218271185, 2.4], 21: [6.876769752718992, -5.689182272988689, 1.16], 33: [-23.032624519454505, -8.527908273119127, 1.65], 2: [-18.968043721903708, -18.135001637196936, 1.11], 5: [-20.31151860736868, 9.349027364065948, 2.38], 11: [5.658534051492283, -33.536849728813735, 1.18]}",1,28.269858378838116,40.787594195831495,5.455413528643092,4.2,0,32.96196746996281,43.63984948040278,5.054030139847773,0,2.25,0,124.7597832900206,1,4.392897155082751,5.711291319188015
209,2,1194.756,Aston Villa,-18.284920898785927,-19.61301600090121,-6.2961153530688785,-23.12036754651692,15,12,"{2: [-23.22617598600454, -25.208356092067408, 4.57], 6: [-20.436757791606937, -6.721446273036122, 3.85], 8: [13.127343584246685, -29.71278081954711, 1.9100000000000001], 20: [0.5578836388795209, 5.618800636621819, 2.88], 12: [-6.466896058848323, -23.085176728333487, 3.71], 15: [-18.41016008302419, -19.64820681908465, 2.94], 33: [-17.704266499135816, 5.548419000254949, 3.17], 7: [4.907098946062724, -31.906341819647906, 2.77], 88: [11.260141201058085, -10.287449182290887, 1.6400000000000001], 21: [-41.18092085361688, -5.618800636621819, 1.9500000000000002], 10: [-7.093091980039623, -9.853429091361853, 3.27]}","{25: [-9.256314253245929, 10.22879781865183, 3.86], 9: [14.004017873914504, -25.935633001191736, 3.43], 7: [0.2277076077059269, 20.52797727367053, 5.36], 15: [-5.191733455695133, 35.073515456157075, 3.81], 1: [-47.21517245782394, 2.78007463649138, 1.18], 12: [9.18800197093415, -3.4135093637932137, 5.06], 21: [14.892077543967618, 19.671667364540273, 3.03], 33: [-18.888346059206636, -2.6393113637576393, 3.98], 2: [-15.893991017873697, -19.671667364540273, 4.24], 5: [-20.914943767789385, 24.05878936474186, 1.5899999999999999], 11: [22.86184381367506, 23.835914182913434, 4.91]}",1,14.486787923659335,73.64380730817169,2.391649154432082,2.94,9,10.979436378043626,63.36398101399436,10.198664139102643,6,3.71,2,-16.30695356164488,1,0.6150410310779434,12.491315914568359
128,2,709.156,Aston Villa,3.9848831348537206,-14.041136455190642,17.840891063759372,-17.853475091729454,15,10,"{2: [-4.861557424521538, -26.04120545574204, 3.08], 6: [-3.620550962524238, -5.8064850002668065, 1.56], 8: [26.75564390544641, -22.01772191010262, 1.67], 20: [19.412073556930267, 5.255162182059656, 2.61], 12: [4.736318240283279, -14.862255546137462, 1.57], 15: [3.9962685152390165, -14.088057546101888, 1.03], 33: [-2.1404515124357126, 5.947248273000548, 2.83], 7: [19.582854262709713, -27.413647364896015, 2.41], 88: [23.72713272295758, -9.677475000444677, 1.7000000000000002], 21: [-33.90566278741252, -2.158370181917358, 0.9500000000000001], 10: [17.71565187952111, -17.841744819001644, 2.73]}","{25: [-26.03836494117274, 11.073377455054272, 5.01], 9: [0.7969766269707441, -25.478152364807077, 1.79], 7: [-19.787791109645045, 15.917980091640517, 2.58], 10: [-8.948908982842926, -4.656918272941256, 2.87], 15: [-22.64552158635443, 33.18494154697938, 3.73], 1: [-55.526500139090274, 0.7741980000355743, 1.03], 21: [-3.529467919441867, 13.126175182421326, 0.67], 33: [-33.507174473927144, -3.0264103637754265, 3.44], 2: [-25.081992988807848, -25.912172455736112, 2.76], 5: [-31.36672296149143, 19.51917381907872, 2.8], 11: [2.1746076535916017, 28.352069183120953, 4.0]}",1,20.058667469369905,50.697479547492115,11.872997971019032,1.03,0,16.246328832831093,39.16434083087048,18.67165560005749,0,2.73,0,-15.383695409791086,0,0.6741198936479892,14.370903994027058
127,2,696.335,Aston Villa,21.290661320504164,-0.36363845456216365,28.40652406131438,7.788901091266989,12,88,"{2: [9.984978597904894, -28.727437910410927, 1.27], 6: [2.538939825921085, 13.783070455178784, 1.69], 8: [32.459719478479876, -1.0674548182308674, 1.5899999999999999], 20: [30.285111824888276, 22.088103546469487, 0.86], 12: [21.290661320504164, -0.36363845456216365, 3.33], 15: [-0.8539035288972259, -14.897446364320897, 0.31], 33: [17.90920334607115, 25.677567001179877, 0.78], 7: [29.08964688443216, -34.73333754705053, 1.25], 88: [28.40652406131438, 7.788901091266989, 0.9], 21: [-31.742440514206205, 0.7155466363965155, 0.08], 10: [13.184270486173167, -8.832895364042233, 0.98]}","{25: [-24.17116255798414, 0.7976585454911977, 3.03], 9: [-21.131265995110013, -15.261084818883061, 2.75], 7: [-19.969957195809787, 5.325543818426525, 2.06], 10: [-18.19383785570356, -0.5044017272959044, 2.87], 15: [-30.820224702997205, 14.956097727959957, 2.64], 1: [-55.526500139090274, -0.03519081818343519, 1.4], 21: [-9.176616590548853, 1.571856545526772, 0.09], 33: [-30.569746334520687, -3.425239636521025, 1.22], 2: [-30.33065334642946, -12.14083227328514, 1.54], 5: [-31.036546930317837, 5.055747545686855, 2.14], 11: [-19.11605366691256, 24.868178182960868, 0.88]}",0,31.408500209036852,31.41060518848219,30.528694112338123,3.33,0,24.292637468226637,25.510766655908807,38.093885390459356,0,0.9,0,48.88424294462887,0,22.163641507126222,10.821247783521052
126,2,693.133,Aston Villa,17.522100412971074,-9.044040273142844,17.704266499135816,3.2727460910594726,10,12,"{2: [15.837064115947214, -28.68051681949968, 3.1], 6: [4.8729428049068355, 7.002972818503602, 2.41], 8: [38.983542439254684, -0.36363845456216365, 1.7000000000000002], 20: [32.80128089003877, 21.09103036460549, 0.86], 12: [17.704266499135816, 3.2727460910594726, 1.3900000000000001], 15: [0.990528093520782, -10.627627091397429, 2.56], 33: [18.22799399685945, 20.715661637315517, 1.2], 7: [29.8980088917882, -29.360872637712763, 3.22], 88: [33.17699844275355, 7.061624182142661, 1.69], 21: [-31.047932310703132, 1.395902454609596, 0.49], 10: [17.522100412971074, -9.044040273142844, 2.76]}","{25: [-31.29841067917965, 3.0264103637754265, 3.29], 9: [-21.222349038192387, -15.800677364362402, 1.17], 7: [-19.765020348874454, 9.712665818628112, 3.2], 10: [-23.055395280225095, -2.2287518182842287, 4.55], 15: [-30.512819432594203, 21.09103036460549, 2.38], 1: [-56.0502276368139, 0.16422381818936424, 0.91], 21: [-13.195655866558463, 3.436969909248837, 1.9500000000000002], 33: [-34.15614115588903, -1.6422381818936422, 3.1], 2: [-34.736795555539146, -10.451673000480252, 2.26], 5: [-32.86959317235055, 8.07042763673447, 3.11], 11: [-23.27171750754573, 23.70688118290751, 1.0]}",1,25.055763651417703,36.32107230329422,33.15654032044871,2.76,0,30.827057833501073,35.14759657737103,30.90035876277805,0,1.3900000000000001,0,89.15265340682124,0,30.89897191746477,12.318133414781181
125,2,685.359,Aston Villa,19.75363496848916,22.6980777283157,21.996554904392536,17.841744819001644,12,10,"{2: [4.781859761824465, -6.205314273012405, 1.33], 6: [4.975411228374503, 18.17019245538037, 0.0], 8: [35.14666924940982, 19.085153728149685, 2.08], 20: [30.865766224538387, 34.59257427431679, 2.0], 12: [19.90164491349801, 22.733268546499133, 3.29], 15: [0.2846345096324086, 7.9883157276397885, 1.0], 33: [9.677573327501893, 30.205452274115206, 4.16], 7: [20.823860724707014, 0.5747833636627748, 3.05], 88: [35.681782127518744, 26.70983100122731, 3.06], 21: [-34.38384876359496, 8.28157254583508, 0.16], 10: [22.05348180631902, 17.654060455356653, 4.13]}","{25: [-32.96067621543292, -18.486909819031286, 3.44], 9: [-8.800899037834075, -28.516293001310316, 3.7199999999999998], 7: [-21.040182952027646, -6.111472091189912, 3.01], 10: [-20.083810999662752, -22.01772191010262, 1.52], 15: [-29.02133460212038, 9.818238273178418, 3.35], 1: [-57.427858663434755, -1.126106181869926, 0.67], 21: [-15.438575802461843, -19.894542546368694, 3.44], 33: [-40.30424656394906, -23.237670273795036, 4.73], 2: [-34.361078002824364, -31.777308819641977, 2.76], 5: [-35.05558620632744, 2.2756729091954755, 3.58], 11: [-2.8235743355534932, 28.774359001322175, 1.6600000000000001]}",1,11.401726196244848,40.007629934121745,23.38058113194023,3.29,0,16.258059105558903,35.510250798395994,27.12122542119179,0,4.13,0,-65.20992635848943,0,17.9489693151963,5.349267161486658
123,2,662.672,Aston Villa,5.681304812262876,-24.164361819292164,25.69680352961385,-10.404751909569004,12,88,"{2: [22.759375390207392, -33.736264365186535, 2.03], 6: [-4.315059166027314, 3.261015818331661, 0.07], 8: [30.478663291438313, 8.082157909462282, 4.44], 20: [23.829601146425247, 19.378410546344977, 0.7000000000000001], 12: [5.692690192648172, -24.152631546564354, 0.38], 15: [-3.7344047663772013, -29.841813819553042, 1.13], 33: [8.903367461301741, 16.633526728037033, 0.5700000000000001], 7: [22.588594684427946, -21.525050455534526, 2.5700000000000003], 88: [25.86758423539329, -10.627627091397429, 6.08], 21: [-31.29841067917965, -4.527885272935328, 0.30000000000000004], 10: [5.658534051492283, -5.149589727509349, 1.13]}","{25: [-21.119880614724718, 9.090961364054092, 1.98], 9: [-15.35887813976477, -13.102714636965702, 0.72], 7: [-18.330462420327116, 16.152585546196754, 1.31], 10: [-12.785782172687796, 2.956028727408556, 0.8], 15: [-25.776501192310924, 18.416528182664415, 2.99], 1: [-50.038746793377435, 0.36363845456216365, 1.6800000000000002], 21: [-7.935610128551551, 19.31975918270592, 3.45], 33: [-29.510905958688127, -5.4663070911602665, 3.63], 2: [-28.55453400632323, -14.873985818865274, 3.23], 5: [-28.053577269370194, 6.263965636651464, 5.71], 11: [-23.38557131139869, 26.51041636485451, 1.6099999999999999]}",0,9.935442105268383,52.86393129932886,23.770766437813183,0.38,0,23.695052014991543,28.937626023153843,40.73597748384621,0,6.08,0,34.50649076074223,0,21.03473841008547,24.288825697674852
248,2,1419.736,Aston Villa,40.327017324719655,-32.43420409239943,38.71029331000757,-39.57794018363678,8,2,"{2: [38.71029331000757, -39.57794018363678, 0.76], 6: [3.4156141155889035, -11.92968736418453, 0.0], 8: [40.327017324719655, -32.43420409239943, 1.8399999999999999], 20: [46.22464436430316, -37.36091863808036, 2.29], 12: [22.133179469016095, -27.78901609218599, 0.9500000000000001], 15: [16.224167049047292, -26.52214663758232, 0.37], 33: [18.512628506491858, -4.363661454745963, 0.58], 7: [39.40480151351065, 2.70969300012451, 0.18], 88: [33.23392534468003, -32.66880954695567, 1.75], 21: [-30.29649720527357, -7.519104818527319, 0.05], 10: [26.44823863504341, -19.554364637262157, 0.98]}","{25: [-36.20550962524238, 32.50458572876631, 1.16], 9: [-45.621219203882454, 35.43715391071924, 0.73], 7: [-32.80128089003877, 21.325635819161725, 0.54], 15: [-41.169535473231576, 30.721584274138923, 3.77], 1: [-57.3026194791965, 0.4457503636568457, 0.05], 12: [-37.46928684801026, 16.762559728042962, 0.58], 21: [-26.4823947761993, 29.33741209225714, 0.35000000000000003], 33: [-42.83180100948484, 4.9736356365921734, 0.26], 2: [-42.58132264100833, -3.167173636509167, 0.48], 5: [-43.67431915799678, 19.296298637250295, 0.39], 11: [-27.051663795464115, -3.4956212728878957, 0.85]}",1,1.6655998321611136,34.713794769980346,73.33026827372949,1.8399999999999999,0,-5.47813625907623,41.97739609888879,75.01045753972498,0,0.76,0,-102.75199570311237,0,72.1044153204655,7.324394983955586
118,2,625.609,Aston Villa,-0.0,-17.102737637149502,13.161499725402575,-35.6013777289086,10,2,"{2: [13.161499725402575, -35.6013777289086, 2.26], 6: [-8.391025343963406, 3.612924000166013, 2.73], 8: [18.62648231034482, -6.2991564548348995, 1.55], 20: [10.952735930655082, 18.15846218265256, 1.24], 12: [-11.840795600708198, -12.715615636947916, 2.7], 15: [-8.664274473210519, -29.747971637730547, 1.3900000000000001], 33: [-1.628109395097377, 17.02062572805482, 2.64], 7: [12.034347067258237, -7.261038818515462, 4.06], 88: [10.315154629078489, 1.7243500909883243, 3.05], 21: [-37.696994455716194, -4.129056000189729, 1.16], 10: [-0.0, -17.102737637149502, 4.88]}","{25: [-6.1025638865188405, 6.322617000290522, 3.14], 9: [-3.278989550965347, -4.410582545657211, 1.1], 7: [-7.400497250442624, 16.22296718256362, 1.8], 10: [0.34156141155889036, 14.052866727918452, 4.5], 15: [-16.59988460176207, 25.419501001168022, 4.4], 1: [-48.5700327236742, 1.5366657273433366, 1.9500000000000002], 21: [6.5238229607748055, 21.442938546439844, 1.55], 33: [-17.56764193451226, 2.0176069091836175, 2.14], 2: [-17.08945595832981, -10.334370273202135, 1.53], 5: [-17.988901008768224, 11.343173727793943, 1.19], 11: [-9.438480339410669, 12.293325818746693, 3.42]}",1,16.997066287411045,55.404920906015434,13.108873839572706,4.88,2,-1.5015738043480553,53.20418025996507,35.25840880995492,1,2.26,2,-54.568730332855694,0,1.8332690703329748,22.70296809375834
129,2,712.782,Aston Villa,8.59596219089874,-18.52210063721472,-2.1746076535916017,-27.050008910333847,10,2,"{2: [-2.1062953712798236, -27.120390546700722, 2.21], 6: [-4.337829926797907, -4.175977091100976, 0.35000000000000003], 8: [23.10093680176628, -18.24057409174724, 1.06], 20: [18.637867690730115, 6.111472091189912, 0.75], 12: [4.793245142209761, -17.68925127354009, 0.42], 15: [-1.912743904729786, -21.900419182824503, 1.82], 33: [-2.4364714024534178, 7.108545273053908, 1.06], 7: [13.628300321199724, -28.997234183150596, 0.8300000000000001], 88: [20.026884097736268, -4.961905363864362, 1.63], 21: [-34.72541017515385, -2.70969300012451, 0.12], 10: [8.630118332054629, -18.4986400917591, 0.8200000000000001]}","{25: [-20.561996975845197, 10.005922636823405, 0.45], 9: [1.2637772227678943, -21.044109273694247, 1.6800000000000002], 7: [-9.757270990198966, 17.818284273546016, 1.35], 10: [-10.132988542913747, 4.175977091100976, 0.8300000000000001], 15: [-16.577113840991476, 26.885785092144488, 0.18], 1: [-51.3936070592277, 0.5278622727515279, 0.86], 21: [-7.480194913139698, 17.83001454627383, 1.78], 33: [-24.114235656057655, 0.6451650000296452, 0.76], 2: [-23.22617598600454, -12.176023091468577, 2.7199999999999998], 5: [-24.558265491084214, 17.71271181899571, 0.74], 11: [0.06831228231177806, 24.68049381931588, 1.22]}",1,15.577703287345827,47.83471964921637,7.753803193875974,0.8200000000000001,0,7.049795014226699,61.178701575081305,6.920500054429983,2,2.21,0,-141.62856728874817,1,2.5742423540132457,13.737918120653449
